bang,cot,kieu,nhom,vai_tro,khuyet_pct,so_gia_tri_khac_nhau,min,p25,trung_vi,p75,p99,max,do_lech_bowley,ty_so_duoi_p99_p50,xu_ly_khuyet,bien_doi,ma_hoa,cach_ma_hoa,chan_ngoai_lai
fact_order_lines,warehouse_out_at,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,82.314,21139,,,,,,,,,"khuyết 82.314% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
fact_order_lines,canceled_reason_line,character varying,văn bản / phân loại,đặc trưng,97.825,19,11.0,,,,,40.0,,,"khuyết 97.825% — giữ CỜ có/không, đừng điền giá trị",—,"mã hoá theo nhãn (target encoding), 19 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_order_lines,canceled_note,character varying,văn bản / phân loại,đặc trưng,98.144,316,3.0,,,,,86.0,,,"khuyết 98.144% — giữ CỜ có/không, đừng điền giá trị",—,"316 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_order_lines,product_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,512,12.0,,,,,12.0,,,không có khuyết thiếu,—,"512 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_order_lines,is_admin_cancel,boolean,nhị phân,đặc trưng,98.339,2,,,,,,,,,"khuyết 98.339% — giữ CỜ có/không, đừng điền giá trị",—,nhị phân 0/1,nhị phân 0/1,—
fact_order_lines,erp_status,character varying,văn bản / phân loại,đặc trưng,89.269,9,6.0,,,,,21.0,,,"khuyết 89.269% — giữ CỜ có/không, đừng điền giá trị",—,one-hot (9 nhóm),one-hot,—
fact_order_lines,dms_status,character varying,văn bản / phân loại,đặc trưng,1.494,7,3.0,,,,,9.0,,,"gộp vào nhóm ""(không rõ)""",—,one-hot (7 nhóm),one-hot,—
fact_order_lines,dms_order_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,3.965,122091,4.0,,,,,29.0,,,"gộp vào nhóm ""(không rõ)""",—,"122091 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_order_lines,uom,character varying,văn bản / phân loại,đặc trưng,0.004,19,2.0,,,,,10.0,,,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 19 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_order_lines,is_erp_deleted,boolean,nhị phân,đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
fact_order_lines,erp_deleted_source,character varying,văn bản / phân loại,đặc trưng,99.944,2,6.0,,,,,8.0,,,"khuyết 99.944% — giữ CỜ có/không, đừng điền giá trị",—,nhị phân 0/1,nhị phân 0/1,—
fact_order_status_timeline,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,302887,2.0,127892.5,1702243.0,1880545.5,4875249.94,5091969.0,-0.7965,2.86,không có khuyết thiếu,—,—,—,—
fact_order_status_timeline,batch_id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,1615,31.0,110949.0,110949.0,110949.0,239483.0,241727.0,,2.16,không có khuyết thiếu,—,—,—,—
fact_order_status_timeline,source_refs,jsonb,jsonb,BỎ — rỗng hoàn toàn,100.0,,,,,,,,,,bỏ cột,—,—,—,—
fact_order_status_timeline,order_code,character varying,văn bản / phân loại,khoá của dòng — không dùng làm đặc trưng,0.0,302887,5.0,,,,,29.0,,,không có khuyết thiếu,—,—,—,—
fact_order_status_timeline,pending_at,timestamp without time zone,thời gian,khoá của dòng — không dùng làm đặc trưng,0.0,299251,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_order_status_timeline,approved_at,timestamp without time zone,thời gian,khoá của dòng — không dùng làm đặc trưng,7.08,269363,,,,,,,,,"khuyết 7.08% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,—,—,—
fact_order_status_timeline,picking_at,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,98.664,104,,,,,,,,,"khuyết 98.664% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
fact_order_status_timeline,shipping_at,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,51.574,74248,,,,,,,,,"khuyết 51.574% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,—,—,—
fact_order_status_timeline,completed_full_at,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,43.218,51446,,,,,,,,,"khuyết 43.218% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,—,—,—
fact_order_status_timeline,completed_partial_at,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,99.935,11,,,,,,,,,"khuyết 99.935% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
fact_order_status_timeline,returned_at,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,99.902,10,,,,,,,,,"khuyết 99.902% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
fact_order_status_timeline,cancelled_at,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,93.625,7266,,,,,,,,,"khuyết 93.625% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
fact_order_status_timeline,last_status_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,8,1.0,2.0,5.0,5.0,8.0,8.0,-1.0,1.6,không có khuyết thiếu,—,one-hot (8 nhóm),one-hot,—
fact_order_status_timeline,last_status_at,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,0.0,1513,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_order_status_timeline,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,1819,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_order_status_timeline,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,1865,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_promo_budget_available,row_hash,character,văn bản / phân loại,cột kỹ thuật — không phải đặc trưng,0.0,139320,64.0,,,,,64.0,,,không có khuyết thiếu,—,—,—,—
fact_promo_budget_available,row_type,character varying,văn bản / phân loại,đặc trưng,0.0,2,11.0,,,,,12.0,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
fact_promo_budget_available,promo_start_date_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,127,20250101.0,20260527.0,20260605.0,20260703.0,20260814.0,20260828.0,0.1136,1.0,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 127 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_promo_budget_available,promo_end_date_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,100,20251231.0,20260630.0,20260731.0,20260902.0,20261231.0,20261231.0,0.2574,1.0,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 100 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_promo_budget_available,order_date_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.433,85,20260531.0,20260616.0,20260706.0,20260801.0,20260827.0,20260828.0,0.027,1.0,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 85 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_promo_budget_available,invoice_date_key,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,6.124,90,20260531.0,20260623.0,20260710.0,20260804.0,20260827.0,20260828.0,0.0387,1.0,"khuyết 6.124% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 90 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_promo_budget_available,region_site_domain_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,5,-1.0,10.0,34.0,55.0,55.0,55.0,-0.0667,1.62,không có khuyết thiếu,—,one-hot (5 nhóm),one-hot,—
fact_promo_budget_available,subregion_site_domain_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,12,-1.0,13.0,35.0,56.0,72.0,81.0,-0.0233,2.06,không có khuyết thiếu,—,one-hot (12 nhóm),one-hot,—
fact_promo_budget_available,region_name_raw,character varying,văn bản / phân loại,đặc trưng,0.433,4,8.0,,,,,14.0,,,"gộp vào nhóm ""(không rõ)""",—,one-hot (4 nhóm),one-hot,—
fact_promo_budget_available,subregion_name_raw,character varying,văn bản / phân loại,đặc trưng,0.433,11,6.0,,,,,19.0,,,"gộp vào nhóm ""(không rõ)""",—,one-hot (11 nhóm),one-hot,—
fact_promo_budget_available,promotion_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,504,8.0,,,,,22.0,,,không có khuyết thiếu,—,"504 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_promo_budget_available,ctkm_type,character varying,văn bản / phân loại,đặc trưng,0.0,2,8.0,,,,,9.0,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
fact_promo_budget_available,currency_code,character varying,văn bản / phân loại,BỎ — hằng số,54.29,1,3.0,,,,,3.0,,,"khuyết 54.29% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,—,—,—
fact_promo_budget_available,foc_primary_uom,character varying,văn bản / phân loại,đặc trưng,45.71,9,2.0,,,,,3.0,,,"khuyết 45.71% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,one-hot (9 nhóm),one-hot,—
fact_promo_budget_available,allocation_status,character varying,văn bản / phân loại,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
fact_promo_budget_available,promotion_name,character varying,văn bản / phân loại,đặc trưng,0.0,488,21.0,,,,,114.0,,,không có khuyết thiếu,—,"488 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_promo_budget_available,promotion_description,character varying,văn bản / phân loại,đặc trưng,98.247,9,5.0,,,,,50.0,,,"khuyết 98.247% — giữ CỜ có/không, đừng điền giá trị",—,one-hot (9 nhóm),one-hot,—
fact_promo_budget_available,budget_total,double precision,số liên tục,đặc trưng,99.878,61,0.0,0.0,0.0,10204020.0,1555354665.1999927,2065879196.0,1.0,,"khuyết 99.878% — giữ CỜ có/không, đừng điền giá trị",log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 25510050.0; giá trị lớn nhất vượt 81.0×
fact_promo_budget_available,budget_allocated,double precision,số liên tục,đặc trưng,99.567,61,0.0,0.0,0.0,0.0,369417319.200004,2065879196.0,,,"khuyết 99.567% — giữ CỜ có/không, đừng điền giá trị",chuẩn hoá z,—,—,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_promo_budget_available,budget_used_total,double precision,số liên tục,đặc trưng,0.0,5890,-38473100.0,0.0,0.0,30720.0,1260000.0,3156148537.1274076,1.0,,không có khuyết thiếu,Yeo-Johnson (có giá trị âm nên không log được),—,—,chặn trên IQR = 76800.0; giá trị lớn nhất vượt 41095.7×
fact_promo_budget_available,budget_remaining,double precision,số liên tục,đặc trưng,99.567,222,-3156148537.1274076,0.0,0.0,0.0,341093959.60000473,1833519291.0,,,"khuyết 99.567% — giữ CỜ có/không, đừng điền giá trị",chuẩn hoá z,—,—,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_promo_budget_available,foc_budget_total,double precision,số liên tục,đặc trưng,99.688,69,0.0,0.0,0.0,0.0,11695.68000000011,31200.0,,,"khuyết 99.688% — giữ CỜ có/không, đừng điền giá trị",chuẩn hoá z,—,—,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_promo_budget_available,foc_budget_allocated,double precision,số liên tục,đặc trưng,99.567,69,0.0,0.0,0.0,0.0,9140.000000000033,31200.0,,,"khuyết 99.567% — giữ CỜ có/không, đừng điền giá trị",chuẩn hoá z,—,—,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_promo_budget_available,foc_used_total,double precision,số liên tục,đặc trưng,0.0,580,-2400.0,0.0,1.0,12.0,90.0,85356.0,0.8333,90.0,không có khuyết thiếu,Yeo-Johnson (có giá trị âm nên không log được),—,—,chặn trên IQR = 30.0; giá trị lớn nhất vượt 2845.2×
fact_promo_budget_available,foc_remaining,double precision,số liên tục,đặc trưng,99.567,418,-85356.0,-474.0,-27.0,0.0,5565.00000000007,31208.0,-0.8861,,"khuyết 99.567% — giữ CỜ có/không, đừng điền giá trị",chuẩn hoá z,—,—,chặn trên IQR = 711.0; giá trị lớn nhất vượt 43.9×
fact_promo_budget_available,order_no,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.433,46469,6.0,,,,,6.0,,,"gộp vào nhóm ""(không rõ)""",—,"46469 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_promo_budget_available,invoice_no,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,6.124,46379,8.0,,,,,21.0,,,"khuyết 6.124% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"46379 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_promo_budget_available,invoice_status,character varying,văn bản / phân loại,đặc trưng,14.772,6,11.0,,,,,21.0,,,"khuyết 14.772% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,one-hot (6 nhóm),one-hot,—
fact_promo_budget_available,entered_amount,double precision,số liên tục,đặc trưng,99.542,49,0.0,0.0,0.0,0.0,52232663.03999991,597786039.04,,,"khuyết 99.542% — giữ CỜ có/không, đừng điền giá trị",chuẩn hoá z,—,—,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_promo_budget_available,uninvoiced_amount,double precision,số liên tục,đặc trưng,98.839,454,-353191.48148148146,0.0,63936.0,148368.0,23454419.120000165,900106213.0133333,0.1381,366.84,"khuyết 98.839% — giữ CỜ có/không, đừng điền giá trị",Yeo-Johnson (có giá trị âm nên không log được),—,—,chặn trên IQR = 370920.0; giá trị lớn nhất vượt 2426.7×
fact_promo_budget_available,ar_interface_amount,double precision,số liên tục,đặc trưng,98.851,468,-6070747.222222222,0.0,19839.814814814814,118127.77777777778,1745444.4444444445,61420414.81481481,0.6641,87.98,"khuyết 98.851% — giữ CỜ có/không, đừng điền giá trị",Yeo-Johnson (có giá trị âm nên không log được),—,—,chặn trên IQR = 295319.44; giá trị lớn nhất vượt 208.0×
fact_promo_budget_available,invoiced_amount,double precision,số liên tục,đặc trưng,55.446,5341,-38473100.0,10472.0,40206.0,139635.0,2398359.999999986,1651898911.0,0.5396,59.65,khuyết 55.446% — điền trung vị VÀ thêm cờ khuyết,Yeo-Johnson (có giá trị âm nên không log được),—,—,chặn trên IQR = 333379.5; giá trị lớn nhất vượt 4955.0×
fact_promo_budget_available,entered_qty,double precision,số liên tục,đặc trưng,99.523,27,0.0,0.0,0.0,0.0,38.59999999999991,232.0,,,"khuyết 99.523% — giữ CỜ có/không, đừng điền giá trị",chuẩn hoá z,—,—,IQR bằng 0 — quá nửa số dòng cùng một giá trị
fact_promo_budget_available,uninvoiced_qty,double precision,số liên tục,đặc trưng,96.882,120,0.0,10.0,12.0,20.0,150.0,19813.0,0.6,12.5,"khuyết 96.882% — giữ CỜ có/không, đừng điền giá trị",log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 35.0; giá trị lớn nhất vượt 566.1×
fact_promo_budget_available,ar_interface_qty,double precision,số liên tục,đặc trưng,98.073,124,-144.0,0.0,9.0,20.0,196.40000000000327,7386.0,0.1,21.82,"khuyết 98.073% — giữ CỜ có/không, đừng điền giá trị",Yeo-Johnson (có giá trị âm nên không log được),—,—,chặn trên IQR = 50.0; giá trị lớn nhất vượt 147.7×
fact_promo_budget_available,invoiced_qty,double precision,số liên tục,đặc trưng,49.811,562,-2400.0,3.0,10.0,16.0,144.0,77970.0,-0.0769,14.4,khuyết 49.811% — điền trung vị VÀ thêm cờ khuyết,Yeo-Johnson (có giá trị âm nên không log được),—,—,chặn trên IQR = 35.5; giá trị lớn nhất vượt 2196.3×
fact_promo_budget_available,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,182571,1.0,45643.5,91286.0,136928.5,180745.3,182571.0,0.0,1.98,không có khuyết thiếu,—,—,—,—
fact_promo_budget_available,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_promo_budget_available,batch_id,bigint,số rời rạc,BỎ — hằng số,0.0,1,240893.0,240893.0,240893.0,240893.0,240893.0,240893.0,,1.0,không có khuyết thiếu,—,—,—,—
fact_promo_budget_available,created_at,timestamp with time zone,thời gian,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_promo_budget_available,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_promo_budget_available,sub_inventory_key,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,42,-1.0,94.0,106.0,121.0,141.0,186.0,0.1111,1.33,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 42 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_roadmap_stores,roadmap_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,263,5.0,,,,,15.0,,,không có khuyết thiếu,—,"263 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_roadmap_stores,employee_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,209,-1.0,-1.0,4737.0,4789.0,6669.0,6726.0,-0.9783,1.41,không có khuyết thiếu,—,"209 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_roadmap_stores,store_id,bigint,số liên tục,khoá của dòng — không dùng làm đặc trưng,0.0,17942,77496.0,98554.75,107655.5,144088.75,425669.13,426087.0,0.6003,3.95,không có khuyết thiếu,—,—,—,—
fact_roadmap_stores,source_store_code,character varying,văn bản / phân loại,khoá của dòng — không dùng làm đặc trưng,0.0,17942,7.0,,,,,21.0,,,không có khuyết thiếu,—,—,—,—
fact_roadmap_stores,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,17942,46272377.0,46276862.25,46281347.5,46285832.75,46290138.59,46290318.0,0.0,1.0,không có khuyết thiếu,—,—,—,—
fact_roadmap_stores,batch_id,bigint,số rời rạc,BỎ — hằng số,0.0,1,241723.0,241723.0,241723.0,241723.0,241723.0,241723.0,,1.0,không có khuyết thiếu,—,—,—,—
fact_roadmap_stores,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_roadmap_stores,created_at,timestamp with time zone,thời gian,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_roadmap_stores,updated_at,timestamp with time zone,thời gian,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_roadmap_stores,route_manager_employee_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.072,45,4627.0,4750.0,4801.0,4834.0,6731.0,6731.0,-0.2143,1.4,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 45 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_roadmaps,code,character varying,văn bản / phân loại,đặc trưng,0.0,268,5.0,,,,,15.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
fact_roadmaps,name,character varying,văn bản / phân loại,đặc trưng,0.0,262,6.0,,,,,49.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
fact_roadmaps,employee_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,211,-1.0,4616.75,4758.0,4852.25,6724.33,6730.0,-0.1996,1.41,không có khuyết thiếu,—,"211 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
fact_roadmaps,store_count,integer,số liên tục,đặc trưng,0.0,125,0.0,6.0,66.0,105.25,243.84999999999928,504.0,-0.2091,3.69,không có khuyết thiếu,chuẩn hoá z,—,—,chặn trên IQR = 254.12; giá trị lớn nhất vượt 2.0×
fact_roadmaps,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,268,1.0,83.75,156.5,469758.5,485398.66,503593.0,0.9997,3101.59,không có khuyết thiếu,—,—,—,—
fact_roadmaps,batch_id,bigint,số rời rạc,BỎ — hằng số,0.0,1,241723.0,241723.0,241723.0,241723.0,241723.0,241723.0,,1.0,không có khuyết thiếu,—,—,—,—
fact_roadmaps,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_roadmaps,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,21,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_roadmaps,updated_at,timestamp with time zone,thời gian,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_roadmaps,distributor_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,21,3.0,,,,,8.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 21 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_roadmaps,distributor_name,character varying,văn bản / phân loại,đặc trưng,0.0,21,8.0,,,,,60.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 21 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_roadmaps,channel_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,4,2.0,,,,,5.0,,,không có khuyết thiếu,—,one-hot (4 nhóm),one-hot,—
fact_roadmaps,channel_name,character varying,văn bản / phân loại,đặc trưng,0.0,4,7.0,,,,,30.0,,,không có khuyết thiếu,—,one-hot (4 nhóm),one-hot,—
fact_roadmaps,region_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,7,7.0,,,,,7.0,,,không có khuyết thiếu,—,one-hot (7 nhóm),one-hot,—
fact_roadmaps,region_name,character varying,văn bản / phân loại,đặc trưng,0.0,7,8.0,,,,,14.0,,,không có khuyết thiếu,—,one-hot (7 nhóm),one-hot,—
fact_roadmaps,route_manager_employee_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.746,45,4627.0,4792.0,4812.0,5262.0,6731.0,6731.0,0.9149,1.4,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 45 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
fact_sales_targets,salesman_id,bigint,số rời rạc,BỎ — hằng số,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,không có khuyết thiếu,—,—,—,—
fact_sales_targets,target_date_id,integer,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,270,20251201.0,20260207.25,20260417.5,20260624.75,20260828.31,20260831.0,-0.0072,1.0,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
fact_sales_targets,target_revenue,numeric,số rời rạc,BỎ — hằng số,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,không có khuyết thiếu,—,—,—,—
fact_sales_targets,target_visit_count,integer,số liên tục,đặc trưng,0.0,187,1.0,10.0,1569.0,1983.75,2738.55,2780.0,-0.5797,1.75,không có khuyết thiếu,lệch trái — cân nhắc bình phương hoặc để nguyên,—,—,chặn trên IQR = 4944.38; không có giá trị vượt
fact_sales_targets,target_order_count,integer,số rời rạc,BỎ — hằng số,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,không có khuyết thiếu,—,—,—,—
fact_sales_targets,target_new_store,integer,số rời rạc,BỎ — hằng số,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,không có khuyết thiếu,—,—,—,—
fact_sales_targets,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,270,1.0,68.25,135.5,927.75,3879.93,3884.0,0.8435,28.63,không có khuyết thiếu,—,—,—,—
fact_sales_targets,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_sales_targets,batch_id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,81,23.0,23.0,23.0,40104.0,240585.88,241724.0,1.0,10460.26,không có khuyết thiếu,—,—,—,—
fact_sales_targets,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,270,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_sales_targets,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,270,,,,,,,,,không có khuyết thiếu,—,—,—,—
fact_trade_promo,id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,promotion_id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,store_key,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,product_key,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,distributor_key,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,period_year,integer,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,period_month,integer,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,ns_allocated,numeric,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,ns_used,numeric,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,foc_value,numeric,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,foc_qty_carton,numeric,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,cnt_entered,integer,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,cnt_uninvoiced,integer,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,cnt_ar_interface,integer,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,cnt_invoiced,integer,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,batch_id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
fact_trade_promo,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,,,,,,,,,,,—,—,—,—,—
fact_trade_promo,created_at,timestamp without time zone,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
