nguon,la_bang_fact,bang,cot,dang,vai_tro,khuyet_pct,so_gia_tri,luc_luong_pct,hang_so,mo_coi_pct,tre_ngay,diem_thong_tin,danh_gia,tac_dung,muc_bang_chung,cong_vo_dung,can_cu_tac_dung,day_du,cong_thieu,he_qua_neu_bo_qua,quyet_dinh_panel,phan_loai,vao_panel,viec_phai_lam
lược đồ dwh,false,dim_account_channels,batch_id,số,BỎ — hằng số,7.874,1.0,0.855,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_categories,batch_id,số,cột kỹ thuật — không phải đặc trưng,0.0,2.0,0.722,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_categories,is_current,phân loại,BỎ — hằng số,0.0,1.0,0.361,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_chains,is_active,phân loại,BỎ — hằng số,0.0,1.0,0.01,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_chains,is_current,phân loại,BỎ — hằng số,0.0,1.0,0.01,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_dates,created_at,phân loại,BỎ — hằng số,0.0,1.0,0.025,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_dates,updated_at,phân loại,BỎ — hằng số,0.0,1.0,0.025,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_delivery_status,is_mismatch,phân loại,BỎ — hằng số,38.835,1.0,1.587,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_delivery_types,batch_id,số,BỎ — hằng số,0.0,1.0,20.0,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_delivery_types,updated_at,phân loại,BỎ — hằng số,0.0,1.0,20.0,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_distributors,group_code,phân loại,BỎ — hằng số,0.0,1.0,1.124,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_employees,account_channel_id,số,khoá ngoại — dùng như biến phân loại,32.751,2.0,0.044,false,0.0,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_employees,is_active,phân loại,BỎ — hằng số,85.819,1.0,0.105,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,warehouse_code,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,brand_code,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,target_weeks,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,min_stock_qty,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,effective_from,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,effective_to,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,notes,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,id,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,source_refs,—,cột kỹ thuật — không phải đặc trưng,,,,false,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,batch_id,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,created_at,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_inventory_policy,updated_at,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_locators,batch_id,số,BỎ — hằng số,0.317,1.0,0.318,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_product_prices,batch_id,số,BỎ — hằng số,0.0,1.0,0.011,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_product_prices,created_at,phân loại,BỎ — hằng số,0.0,1.0,0.011,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_product_prices,updated_at,phân loại,BỎ — hằng số,0.0,1.0,0.011,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,id,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,promo_code_dms,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,promo_code_orc,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,promo_name,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,mechanic_type,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,long_mechanic,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,promo_start,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,promo_end,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,target_channel,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,target_chain,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,budget_total,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,notes,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,is_active,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,created_at,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_promotions,updated_at,—,BỎ — hằng số,,0.0,,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_sales_positions,updated_at,phân loại,BỎ — hằng số,0.0,1.0,14.286,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_sales_positions,is_active,phân loại,BỎ — hằng số,0.0,1.0,14.286,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_shippers,group_code,phân loại,BỎ — hằng số,0.0,1.0,0.002,true,,,0.0,rỗng hoặc hằng số — bỏ,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U1 Hằng số hoặc rỗng,"Phương sai bằng 0 nên thông tin tương hỗ với BẤT KỲ nhãn nào cũng bằng 0. Hệ quả toán học, không phải ngưỡng vận hành.",ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
